@logo      B&M-General Particle Tracer
numderivs           0
cputime     3.000e+00
position    9.900e-01
            x           y           z         rxy          Bx          By          Bz           G           t           m           q      nmacro      rmacro          ID 
   1.271e-10 -1.252e-09  9.900e-01  1.259e-09 -2.136e-03  9.892e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.240e+02 
  -2.875e-09  5.876e-10  9.900e-01  2.934e-09  2.064e-02 -1.646e-03  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.320e+02 
   9.612e-10  2.451e-09  9.900e-01  2.633e-09 -5.686e-03 -1.468e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.400e+02 
  -6.156e-10 -1.457e-09  9.900e-01  1.582e-09  1.594e-02  1.970e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.480e+02 
  -1.698e-11  1.920e-11  9.900e-01  2.563e-11  1.439e-03 -2.113e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.560e+02 
  -6.533e-10 -2.421e-10  9.900e-01  6.967e-10 -6.431e-03  2.551e-02  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.600e+02 
   3.262e-09  8.940e-10  9.900e-01  3.383e-09 -1.595e-02 -5.072e-03  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.640e+02 
  -1.393e-09 -4.342e-10  9.900e-01  1.459e-09  1.086e-02  2.969e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.720e+02 
  -4.496e-10  2.888e-09  9.900e-01  2.923e-09 -4.683e-04 -2.153e-02  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.800e+02 
   6.938e-10 -1.299e-10  9.900e-01  7.058e-10 -7.545e-03  2.443e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.880e+02 
   1.423e-09 -2.638e-09  9.900e-01  2.997e-09 -1.013e-02  1.629e-02  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  2.960e+02 
  -2.255e-09  1.101e-09  9.900e-01  2.509e-09  1.326e-02 -4.901e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.040e+02 
   1.436e-09  1.048e-09  9.900e-01  1.778e-09 -1.443e-02 -1.912e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.120e+02 
  -5.738e-11 -3.189e-10  9.900e-01  3.240e-10  3.605e-04  5.811e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.200e+02 
  -9.468e-10  1.289e-09  9.900e-01  1.599e-09 -1.838e-02  2.018e-02  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.240e+02 
  -1.599e-09  3.178e-09  9.900e-01  3.558e-09  6.868e-03 -1.659e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.280e+02 
   2.249e-09  2.639e-10  9.900e-01  2.264e-09 -1.268e-02 -1.288e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.360e+02 
